"Notes","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2001","2001","75-84 years","75-84","Male","M",76799,5003885,1534.8,1523.9,1545.6,5.5,0.7%
,"2001","2001","85+ years","85+","Female","F",38568,3051430,1263.9,1251.3,1276.5,6.4,0.3%
,"2001","2001","85+ years","85+","Male","M",30378,1261064,2408.9,2381.8,2436.0,13.8,0.3%
,"2001","2001","Not Stated","NS","Female","F",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2001","2001","Not Stated","NS","Male","M",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"2002","2002","< 1 year","1","Female","F",19,1932939,Unreliable,0.6,1.5,0.2,0.0%
,"2002","2002","< 1 year","1","Male","M",27,2018522,1.3,0.9,1.9,0.3,0.0%
,"2002","2002","1-4 years","1-4","Female","F",130,7564711,1.7,1.4,2.0,0.2,0.0%
,"2002","2002","1-4 years","1-4","Male","M",153,7913020,1.9,1.6,2.2,0.2,0.0%
,"2002","2002","5-14 years","5-14","Female","F",310,20071157,1.5,1.4,1.7,0.1,0.0%
,"2002","2002","5-14 years","5-14","Male","M",383,21062681,1.8,1.6,2.0,0.1,0.0%
,"2002","2002","15-24 years","15-24","Female","F",428,19898124,2.2,1.9,2.4,0.1,0.0%
,"2002","2002","15-24 years","15-24","Male","M",599,20956011,2.9,2.6,3.1,0.1,0.0%
,"2002","2002","25-34 years","25-34","Female","F",1633,19518779,8.4,8.0,8.8,0.2,0.0%
,"2002","2002","25-34 years","25-34","Male","M",1323,19830867,6.7,6.3,7.0,0.2,0.0%
,"2002","2002","35-44 years","35-44","Female","F",8316,22439455,37.1,36.3,37.9,0.4,0.1%
,"2002","2002","35-44 years","35-44","Male","M",6018,22201194,27.1,26.4,27.8,0.3,0.1%
,"2002","2002","45-54 years","45-54","Female","F",22826,20357603,112.1,110.7,113.6,0.7,0.2%
,"2002","2002","45-54 years","45-54","Male","M",22851,19634591,116.4,114.9,117.9,0.8,0.2%
