"Notes","Sex","Sex Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Male","M","2019","2019","55-64 years","55-64",55954,20499219,273.0,270.7,275.2,1.2,1.5%
,"Male","M","2019","2019","65-74 years","65-74",85877,14699579,584.2,580.3,588.1,2.0,2.2%
,"Male","M","2019","2019","75-84 years","75-84",75701,6998223,1081.7,1074.0,1089.4,3.9,2.0%
,"Male","M","2019","2019","85+ years","85+",43547,2376488,1832.4,1815.2,1849.6,8.8,1.1%
,"Male","M","2019","2019","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"Male","M","2020","2020","< 1 year","1",16,1908141,0.8,0.5,1.4,0.2,0.0%
,"Male","M","2020","2020","1-4 years","1-4",115,7953016,1.4,1.2,1.7,0.1,0.0%
,"Male","M","2020","2020","5-14 years","5-14",320,20941721,1.5,1.4,1.7,0.1,0.0%
,"Male","M","2020","2020","15-24 years","15-24",574,21727443,2.6,2.4,2.9,0.1,0.0%
,"Male","M","2020","2020","25-34 years","25-34",1376,23444379,5.9,5.6,6.2,0.2,0.0%
,"Male","M","2020","2020","35-44 years","35-44",4134,21045868,19.6,19.0,20.2,0.3,0.1%
,"Male","M","2020","2020","45-54 years","45-54",15062,19924692,75.6,74.4,76.8,0.6,0.4%
,"Male","M","2020","2020","55-64 years","55-64",55059,20489434,268.7,266.5,271.0,1.1,1.4%
,"Male","M","2020","2020","65-74 years","65-74",88008,15183540,579.6,575.8,583.5,2.0,2.3%
,"Male","M","2020","2020","75-84 years","75-84",76297,7223275,1056.3,1048.8,1063.8,3.8,2.0%
,"Male","M","2020","2020","85+ years","85+",43602,2414693,1805.7,1788.7,1822.6,8.6,1.1%
,"Male","M","2020","2020","Not Stated","NS",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"Male","M","2021","2021","< 1 year","1",24,1821502,1.3,0.8,2.0,0.3,0.0%
,"Male","M","2021","2021","1-4 years","1-4",111,7802850,1.4,1.2,1.7,0.1,0.0%
,"Male","M","2021","2021","5-14 years","5-14",310,21364381,1.5,1.3,1.6,0.1,0.0%
,"Male","M","2021","2021","15-24 years","15-24",603,21996214,2.7,2.5,3.0,0.1,0.0%
,"Male","M","2021","2021","25-34 years","25-34",1409,23053362,6.1,5.8,6.4,0.2,0.0%
,"Male","M","2021","2021","35-44 years","35-44",4242,21857613,19.4,18.8,20.0,0.3,0.1%
,"Male","M","2021","2021","45-54 years","45-54",14631,20311959,72.0,70.9,73.2,0.6,0.4%
,"Male","M","2021","2021","55-64 years","55-64",53681,20963318,256.1,253.9,258.2,1.1,1.4%
,"Male","M","2021","2021","65-74 years","65-74",89865,15869086,566.3,562.6,570.0,1.9,2.3%
,"Male","M","2021","2021","75-84 years","75-84",77208,7168514,1077.0,1069.4,1084.6,3.9,2.0%
,"Male","M","2021","2021","85+ years","85+",43594,2175943,2003.5,1984.6,2022.3,9.6,1.1%
,"Male","M","2021","2021","Not Stated","NS",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Suppressed
,"Male","M","2022","2022","< 1 year","1",Suppressed,1882867,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"Male","M","2022","2022","1-4 years","1-4",80,7592228,1.1,0.8,1.3,0.1,0.0%
,"Male","M","2022","2022","5-14 years","5-14",346,20933799,1.7,1.5,1.8,0.1,0.0%
,"Male","M","2022","2022","15-24 years","15-24",614,22684031,2.7,2.5,2.9,0.1,0.0%
,"Male","M","2022","2022","25-34 years","25-34",1482,23189562,6.4,6.1,6.7,0.2,0.0%
,"Male","M","2022","2022","35-44 years","35-44",4240,22120189,19.2,18.6,19.7,0.3,0.1%
,"Male","M","2022","2022","45-54 years","45-54",14713,20279630,72.6,71.4,73.7,0.6,0.4%
,"Male","M","2022","2022","55-64 years","55-64",51939,20671903,251.3,249.1,253.4,1.1,1.3%
,"Male","M","2022","2022","65-74 years","65-74",89651,15910672,563.5,559.8,567.2,1.9,2.3%
,"Male","M","2022","2022","75-84 years","75-84",80542,7734845,1041.3,1034.1,1048.5,3.7,2.1%
