"Notes","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Sex","Sex Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"2021","2021","75-84 years","75-84","Female","F",2823,9037561,31.2,30.1,32.4,0.6,1.4%
,"2021","2021","75-84 years","75-84","Male","M",3887,7168514,54.2,52.5,55.9,0.9,2.0%
,"2021","2021","85+ years","85+","Female","F",1165,3799813,30.7,28.9,32.4,0.9,0.6%
,"2021","2021","85+ years","85+","Male","M",1538,2175943,70.7,67.1,74.2,1.8,0.8%
,"2021","2021","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2021","2021","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2022","2022","< 1 year","1","Female","F",Suppressed,1800246,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2022","2022","< 1 year","1","Male","M",Suppressed,1882867,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2022","2022","1-4 years","1-4","Female","F",Suppressed,7263012,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2022","2022","1-4 years","1-4","Male","M",Suppressed,7592228,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2022","2022","5-14 years","5-14","Female","F",18,19965235,0.1,0.1,0.1,0.0,0.0%
,"2022","2022","5-14 years","5-14","Male","M",25,20933799,0.1,0.1,0.2,0.0,0.0%
,"2022","2022","15-24 years","15-24","Female","F",52,21657540,0.2,0.2,0.3,0.0,0.0%
,"2022","2022","15-24 years","15-24","Male","M",60,22684031,0.3,0.2,0.3,0.0,0.0%
,"2022","2022","25-34 years","25-34","Female","F",140,22311738,0.6,0.5,0.7,0.1,0.1%
,"2022","2022","25-34 years","25-34","Male","M",145,23189562,0.6,0.5,0.7,0.1,0.1%
,"2022","2022","35-44 years","35-44","Female","F",409,21575176,1.9,1.7,2.1,0.1,0.2%
,"2022","2022","35-44 years","35-44","Male","M",357,22120189,1.6,1.4,1.8,0.1,0.2%
,"2022","2022","45-54 years","45-54","Female","F",1155,20152015,5.7,5.4,6.1,0.2,0.6%
,"2022","2022","45-54 years","45-54","Male","M",992,20279630,4.9,4.6,5.2,0.2,0.5%
,"2022","2022","55-64 years","55-64","Female","F",2901,21413534,13.5,13.1,14.0,0.3,1.5%
,"2022","2022","55-64 years","55-64","Male","M",3176,20671903,15.4,14.8,15.9,0.3,1.6%
,"2022","2022","65-74 years","65-74","Female","F",4227,17877767,23.6,22.9,24.4,0.4,2.2%
,"2022","2022","65-74 years","65-74","Male","M",5310,15910672,33.4,32.5,34.3,0.5,2.7%
,"2022","2022","75-84 years","75-84","Female","F",3109,9785700,31.8,30.7,32.9,0.6,1.6%
,"2022","2022","75-84 years","75-84","Male","M",4277,7734845,55.3,53.6,57.0,0.8,2.2%
,"2022","2022","85+ years","85+","Female","F",1298,4202041,30.9,29.2,32.6,0.9,0.7%
,"2022","2022","85+ years","85+","Male","M",1614,2283827,70.7,67.2,74.1,1.8,0.8%
,"2022","2022","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2022","2022","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2023","2023","< 1 year","1","Female","F",Suppressed,1784146,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2023","2023","< 1 year","1","Male","M",Suppressed,1864508,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2023","2023","1-4 years","1-4","Female","F",Suppressed,7267615,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2023","2023","1-4 years","1-4","Male","M",Suppressed,7594891,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2023","2023","5-14 years","5-14","Female","F",26,20014683,0.1,0.1,0.2,0.0,0.0%
,"2023","2023","5-14 years","5-14","Male","M",38,20972638,0.2,0.1,0.2,0.0,0.0%
,"2023","2023","15-24 years","15-24","Female","F",35,21463206,0.2,0.1,0.2,0.0,0.0%
,"2023","2023","15-24 years","15-24","Male","M",61,22423446,0.3,0.2,0.3,0.0,0.0%
,"2023","2023","25-34 years","25-34","Female","F",150,22483329,0.7,0.6,0.8,0.1,0.1%
,"2023","2023","25-34 years","25-34","Male","M",173,23059187,0.8,0.6,0.9,0.1,0.1%
,"2023","2023","35-44 years","35-44","Female","F",440,22028457,2.0,1.8,2.2,0.1,0.2%
,"2023","2023","35-44 years","35-44","Male","M",378,22362236,1.7,1.5,1.9,0.1,0.2%
,"2023","2023","45-54 years","45-54","Female","F",1153,20306672,5.7,5.4,6.0,0.2,0.6%
,"2023","2023","45-54 years","45-54","Male","M",1018,20187109,5.0,4.7,5.4,0.2,0.5%
,"2023","2023","55-64 years","55-64","Female","F",3015,21350566,14.1,13.6,14.6,0.3,1.5%
,"2023","2023","55-64 years","55-64","Male","M",3166,20503845,15.4,14.9,16.0,0.3,1.6%
,"2023","2023","65-74 years","65-74","Female","F",4291,18350204,23.4,22.7,24.1,0.4,2.2%
,"2023","2023","65-74 years","65-74","Male","M",5312,16335080,32.5,31.6,33.4,0.4,2.7%
,"2023","2023","75-84 years","75-84","Female","F",3213,10205598,31.5,30.4,32.6,0.6,1.6%
,"2023","2023","75-84 years","75-84","Male","M",4613,8162499,56.5,54.9,58.1,0.8,2.3%
,"2023","2023","85+ years","85+","Female","F",1314,3911019,33.6,31.8,35.4,0.9,0.7%
,"2023","2023","85+ years","85+","Male","M",1657,2283961,72.5,69.1,76.0,1.8,0.8%
,"2023","2023","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2023","2023","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2024 ","2024","< 1 year","1","Female","F",0,1768890,0.0,0.0,0.0,0.0,0.0%
,"2024 ","2024","< 1 year","1","Male","M",0,1846708,0.0,0.0,0.0,0.0,0.0%
,"2024 ","2024","1-4 years","1-4","Female","F",Suppressed,7329381,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,"2024 ","2024","1-4 years","1-4","Male","M",10,7654335,0.1,0.1,0.2,0.0,0.0%
,"2024 ","2024","5-14 years","5-14","Female","F",17,20078036,0.1,0.0,0.1,0.0,0.0%
,"2024 ","2024","5-14 years","5-14","Male","M",34,21020790,0.2,0.1,0.2,0.0,0.0%
,"2024 ","2024","15-24 years","15-24","Female","F",42,21884177,0.2,0.1,0.3,0.0,0.0%
,"2024 ","2024","15-24 years","15-24","Male","M",75,22913584,0.3,0.3,0.4,0.0,0.0%
,"2024 ","2024","25-34 years","25-34","Female","F",174,22935413,0.8,0.6,0.9,0.1,0.1%
,"2024 ","2024","25-34 years","25-34","Male","M",152,23518451,0.6,0.5,0.7,0.1,0.1%
,"2024 ","2024","35-44 years","35-44","Female","F",475,22583276,2.1,1.9,2.3,0.1,0.2%
,"2024 ","2024","35-44 years","35-44","Male","M",358,22955948,1.6,1.4,1.7,0.1,0.2%
,"2024 ","2024","45-54 years","45-54","Female","F",1216,20457911,5.9,5.6,6.3,0.2,0.6%
,"2024 ","2024","45-54 years","45-54","Male","M",1001,20322445,4.9,4.6,5.2,0.2,0.5%
,"2024 ","2024","55-64 years","55-64","Female","F",2940,21246717,13.8,13.3,14.3,0.3,1.5%
,"2024 ","2024","55-64 years","55-64","Male","M",3021,20415008,14.8,14.3,15.3,0.3,1.5%
,"2024 ","2024","65-74 years","65-74","Female","F",4377,18745293,23.3,22.7,24.0,0.4,2.2%
,"2024 ","2024","65-74 years","65-74","Male","M",5449,16699669,32.6,31.8,33.5,0.4,2.8%
,"2024 ","2024","75-84 years","75-84","Female","F",3332,10722882,31.1,30.0,32.1,0.5,1.7%
,"2024 ","2024","75-84 years","75-84","Male","M",4711,8576931,54.9,53.4,56.5,0.8,2.4%
,"2024 ","2024","85+ years","85+","Female","F",1331,4021130,33.1,31.3,34.9,0.9,0.7%
,"2024 ","2024","85+ years","85+","Male","M",1798,2414013,74.5,71.0,77.9,1.8,0.9%
,"2024 ","2024","Not Stated","NS","Female","F",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
,"2024 ","2024","Not Stated","NS","Male","M",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0%
"---"
"Dataset: Multiple Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"MCD - ICD-10 Codes: A40.0 (Septicaemia due to streptococcus, group A); A40.1 (Septicaemia due to streptococcus, group B); A40.2"
"(Septicaemia due to streptococcus, group D); A40.3 (Septicaemia due to Streptococcus pneumoniae); A40.8 (Other streptococcal"
"septicaemia); A40.9 (Streptococcal septicaemia, unspecified); A41.0 (Septicaemia due to Staphylococcus aureus); A41.1"
"(Septicaemia due to other specified staphylococcus); A41.2 (Septicaemia due to unspecified staphylococcus); A41.3 (Septicaemia"
"due to Haemophilus influenzae); A41.4 (Septicaemia due to anaerobes); A41.5 (Septicaemia due to other Gram-negative organisms);"
"A41.8 (Other specified septicaemia); A41.9 (Septicaemia, unspecified)"
"UCD - ICD-10 Codes: C00-C97 (Malignant neoplasms)"
"Group By: Year; Ten-Year Age Groups; Sex"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Aug 13, 2026 2:53:19 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
